ID,Name,Type,Buy,Sell,Weight,Attack,Defense,Slots,Refineable
4202,Mao Guai Card,Card,20,10,1.0,0,0,0,Yes
4203,Mutant Dragonoid Card,Card,20,10,1.0,0,0,0,Yes
4204,Mini Demon Card,Card,20,10,1.0,0,0,0,Yes
4205,Mimic Card,Card,20,10,1.0,0,0,0,Yes
4206,Myst Case Card,Card,20,10,1.0,0,0,0,Yes
4207,Mysteltainn Card,Card,20,10,1.0,0,0,0,Yes
4208,Miyabi Doll Card,Card,20,10,1.0,0,0,0,Yes
4209,Violy Card,Card,20,10,1.0,0,0,0,Yes
4210,Wanderer Card,Card,20,10,1.0,0,0,0,Yes
4211,Vocal Card,Card,20,10,1.0,0,0,0,Yes
4212,Bongun Card,Card,20,10,1.0,0,0,0,Yes
4213,Brilight Card,Card,20,10,1.0,0,0,0,Yes
4214,Bloody Murderer Card,Card,20,10,1.0,0,0,0,Yes
4215,Blazer Card,Card,20,10,1.0,0,0,0,Yes
4216,Sasquatch Card,Card,20,10,1.0,0,0,0,Yes
4217,Enchanted Peach Tree Card,Card,20,10,1.0,0,0,0,Yes
4218,Succubus Card,Card,20,10,1.0,0,0,0,Yes
4219,Sage Worm Card,Card,20,10,1.0,0,0,0,Yes
4220,Solider Card,Card,20,10,1.0,0,0,0,Yes
4221,Skeleton General Card,Card,20,10,1.0,0,0,0,Yes
4222,Skeleton Prisoner Card,Card,20,10,1.0,0,0,0,Yes
4223,Stalactic Golem Card,Card,20,10,1.0,0,0,0,Yes
4224,Stem Worm Card,Card,20,10,1.0,0,0,0,Yes
4225,Stone Shooter Card,Card,20,10,1.0,0,0,0,Yes
4226,Sting Card,Card,20,10,1.0,0,0,0,Yes
4227,Spring Rabbit Card,Card,20,10,1.0,0,0,0,Yes
4228,Sleeper Card,Card,20,10,1.0,0,0,0,Yes
4229,Tower Keeper Card,Card,20,10,1.0,0,0,0,Yes
4230,Shinobi Card,Card,20,10,1.0,0,0,0,Yes
4231,Mi Gao Card,Card,20,10,1.0,0,0,0,Yes
4232,Hermit Plant Card,Card,20,10,1.0,0,0,0,Yes
4233,Baby Leopard Card,Card,20,10,1.0,0,0,0,Yes
4234,Anolian Card,Card,20,10,1.0,0,0,0,Yes
4235,Christmas Cookie Card,Card,20,10,1.0,0,0,0,Yes
4236,Amon Ra Card,Card,20,10,1.0,0,0,0,Yes
4237,Owl Duke Card,Card,20,10,1.0,0,0,0,Yes
4238,Owl Baron Card,Card,20,10,1.0,0,0,0,Yes
4239,Iron Fist Card,Card,20,10,1.0,0,0,0,Yes
4240,Arclouze Card,Card,20,10,1.0,0,0,0,Yes
4241,Arc Angeling Card,Card,20,10,1.0,0,0,0,Yes
4242,Apocalipse Card,Card,20,10,1.0,0,0,0,Yes
4243,Antonio Card,Card,20,10,1.0,0,0,0,Yes
4244,Alarm Card,Card,20,10,1.0,0,0,0,Yes
4245,Am Mut Card,Card,20,10,1.0,0,0,0,Yes
4246,Assaulter Card,Card,20,10,1.0,0,0,0,Yes
4247,Aster Card,Card,20,10,1.0,0,0,0,Yes
4248,Ancient Mummy Card,Card,20,10,1.0,0,0,0,Yes
4249,Ancient Worm Card,Card,20,10,1.0,0,0,0,Yes
4250,Executioner Card,Card,20,10,1.0,0,0,0,Yes
4251,Elder Card,Card,20,10,1.0,0,0,0,Yes
4252,Alligator Card,Card,20,10,1.0,0,0,0,Yes
4253,Alice Card,Card,20,10,1.0,0,0,0,Yes
4254,Ogretooth Card,Card,20,10,1.0,0,0,0,Yes
4255,Orc Lady Card,Card,20,10,1.0,0,0,0,Yes
4256,Orc Archer Card,Card,20,10,1.0,0,0,0,Yes
4257,Wild Rose Card,Card,20,10,1.0,0,0,0,Yes
4258,Evil Nymph Card,Card,20,10,1.0,0,0,0,Yes
4259,Wooden Golem Card,Card,20,10,1.0,0,0,0,Yes
4260,Wootan Shooter Card,Card,20,10,1.0,0,0,0,Yes
4261,Wootan Fighter Card,Card,20,10,1.0,0,0,0,Yes
4262,Cloud Hermit Card,Card,20,10,1.0,0,0,0,Yes
4263,Samurai Spector Card,Card,20,10,1.0,0,0,0,Yes
4264,Wind Ghost Card,Card,20,10,1.0,0,0,0,Yes
4265,Jing Guai Card,Card,20,10,1.0,0,0,0,Yes
4266,Eclipse Card,Card,20,10,1.0,0,0,0,Yes
4267,Explosion Card,Card,20,10,1.0,0,0,0,Yes
4268,Injustice Card,Card,20,10,1.0,0,0,0,Yes
4269,Incubus Card,Card,20,10,1.0,0,0,0,Yes
4270,Giant Spider Card,Card,20,10,1.0,0,0,0,Yes
4271,Giant Hornet Card,Card,20,10,1.0,0,0,0,Yes
4272,Zhu Po Long Card,Card,20,10,1.0,0,0,0,Yes
4273,Shell Fish Card,Card,20,10,1.0,0,0,0,Yes
4274,Zombie Master Card,Card,20,10,1.0,0,0,0,Yes
4275,Zombie Prisoner Card,Card,20,10,1.0,0,0,0,Yes
4276,Lord of The Dead Card,Card,20,10,1.0,0,0,0,Yes
4277,Zealotus Card,Card,20,10,1.0,0,0,0,Yes
4278,Gibbet Card,Card,20,10,1.0,0,0,0,Yes
4279,Earth Deleter Card,Card,20,10,1.0,0,0,0,Yes
4280,Geographer Card,Card,20,10,1.0,0,0,0,Yes
4281,Zipper Bear Card,Card,20,10,1.0,0,0,0,Yes
4282,Tengu Card,Card,20,10,1.0,0,0,0,Yes
4283,Greatest General Card,Card,20,10,1.0,0,0,0,Yes
4284,Chepet Card,Card,20,10,1.0,0,0,0,Yes
4285,Choco Card,Card,20,10,1.0,0,0,0,Yes
4286,Karakasa Card,Card,20,10,1.0,0,0,0,Yes
4287,Kapha Card,Card,20,10,1.0,0,0,0,Yes
4288,Carat Card,Card,20,10,1.0,0,0,0,Yes
4289,Caterpillar Card,Card,20,10,1.0,0,0,0,Yes
4290,Cat O' Nine Tails Card,Card,20,10,1.0,0,0,0,Yes
4291,Kobold Leader Card,Card,20,10,1.0,0,0,0,Yes
4292,Kobold Archer Card,Card,20,10,1.0,0,0,0,Yes
4293,Cookie Card,Card,20,10,1.0,0,0,0,Yes
4294,Quve Card,Card,20,10,1.0,0,0,0,Yes
4295,Kraben Card,Card,20,10,1.0,0,0,0,Yes
4296,Cramp Card,Card,20,10,1.0,0,0,0,Yes
4297,Cruiser Card,Card,20,10,1.0,0,0,0,Yes
4298,Creamy Fear Card,Card,20,10,1.0,0,0,0,Yes
4299,Clock Card,Card,20,10,1.0,0,0,0,Yes
4300,Chimera Card,Card,20,10,1.0,0,0,0,Yes
4301,Killer Mantis Card,Card,20,10,1.0,0,0,0,Yes
4302,Tao Gunka Card,Card,20,10,1.0,0,0,0,Yes
4303,Giant Whisper Card,Card,20,10,1.0,0,0,0,Yes
4304,Tamruan Card,Card,20,10,1.0,0,0,0,Yes
4305,Turtle General Card,Card,20,10,1.0,0,0,0,Yes
4306,Toad Card,Card,20,10,1.0,0,0,0,Yes
4307,Beetle King Card,Card,20,10,1.0,0,0,0,Yes
4308,Tri Joint Card,Card,20,10,1.0,0,0,0,Yes
4309,Parasite Card,Card,20,10,1.0,0,0,0,Yes
4310,Panzer Goblin Card,Card,20,10,1.0,0,0,0,Yes
4311,Permeter Card,Card,20,10,1.0,0,0,0,Yes
4312,Seal Card,Card,20,10,1.0,0,0,0,Yes
4313,Punk Card,Card,20,10,1.0,0,0,0,Yes
4314,Penomena Card,Card,20,10,1.0,0,0,0,Yes
4315,Pest Card,Card,20,10,1.0,0,0,0,Yes
4316,False Angel Card,Card,20,10,1.0,0,0,0,Yes
4317,Mobster Card,Card,20,10,1.0,0,0,0,Yes
4318,Stormy Knight Card,Card,20,10,1.0,0,0,0,Yes
4319,Freezer Card,Card,20,10,1.0,0,0,0,Yes
4320,Bloody Knight Card,Card,20,10,1.0,0,0,0,Yes
4321,Hylozoist Card,Card,20,10,1.0,0,0,0,Yes
4322,High Orc Card,Card,20,10,1.0,0,0,0,Yes
4323,Hatii Babe Card,Card,20,10,1.0,0,0,0,Yes
4324,Hatii Card,Card,20,10,1.0,0,0,0,Yes
4325,Harpy Card,Card,20,10,1.0,0,0,0,Yes
4326,Sea-Otter Card,Card,20,10,1.0,0,0,0,Yes
4327,Bloody Butterfly Card,Card,20,10,1.0,0,0,0,Yes
4328,Yao Jun Card,Card,20,10,1.0,0,0,0,Yes
4329,Phendark Card,Card,20,10,1.0,0,0,0,Yes
4330,Evil Snake Lord Card,Card,20,10,1.0,0,0,0,Yes
4331,Heater Card,Card,20,10,1.0,0,0,0,Yes
4332,Waste Stove Card,Card,20,10,1.0,0,0,0,Yes
4333,Venomous Card,Card,20,10,1.0,0,0,0,Yes
4334,Noxious Card,Card,20,10,1.0,0,0,0,Yes
4335,Pitman Card,Card,20,10,1.0,0,0,0,Yes
4336,Ungoliant Card,Card,20,10,1.0,0,0,0,Yes
4337,Porcellio Card,Card,20,10,1.0,0,0,0,Yes
4338,Obsidian Card,Card,20,10,1.0,0,0,0,Yes
4339,Mineral Card,Card,20,10,1.0,0,0,0,Yes
4340,Teddy Bear Card,Card,20,10,1.0,0,0,0,Yes
4341,Metaling Card,Card,20,10,1.0,0,0,0,Yes
4342,RSX-0806 Card,Card,20,10,1.0,0,0,0,Yes
4343,Holden Card,Card,20,10,1.0,0,0,0,Yes
4344,Anopheles Card,Card,20,10,1.0,0,0,0,Yes
4345,Hill Wind Card,Card,20,10,1.0,0,0,0,Yes
4346,Egnigem Cenia Card,Card,20,10,1.0,0,0,0,Yes
4347,Armeyer Dinze Card,Card,20,10,1.0,0,0,0,Yes
4348,Wickebine Tres Card,Card,20,10,1.0,0,0,0,Yes
4349,Errende Ebecee Card,Card,20,10,1.0,0,0,0,Yes
4350,Laurell Weinder Card,Card,20,10,1.0,0,0,0,Yes
4351,Kavach Icarus Card,Card,20,10,1.0,0,0,0,Yes
4352,General Egnigem Cenia Card,Card,20,10,1.0,0,0,0,Yes
4353,Remover Card,Card,20,10,1.0,0,0,0,Yes
4354,Gemini-S58 Card,Card,20,10,1.0,0,0,0,Yes
4355,Gremlin Card,Card,20,10,1.0,0,0,0,Yes
4356,Beholder Card,Card,20,10,1.0,0,0,0,Yes
4357,Lord Knight Card,Card,20,10,1.0,0,0,0,Yes
4358,Seyren Windsor Card,Card,20,10,1.0,0,0,0,Yes
4359,Assassin Cross Card,Card,20,10,1.0,0,0,0,Yes
4360,Eremes Guile Card,Card,20,10,1.0,0,0,0,Yes
4361,MasterSmith Card,Card,20,10,1.0,0,0,0,Yes
4362,Howard Alt-Eisen Card,Card,20,10,1.0,0,0,0,Yes
4363,High Priest Card,Card,20,10,1.0,0,0,0,Yes
4364,Margaretha Sorin Card,Card,20,10,1.0,0,0,0,Yes
4365,High Wizard Card,Card,20,10,1.0,0,0,0,Yes
4366,Kathryne Keyron Card,Card,20,10,1.0,0,0,0,Yes
4367,Sniper Card,Card,20,10,1.0,0,0,0,Yes
4368,Cecil Damon Card,Card,20,10,1.0,0,0,0,Yes
4369,Venatu Card,Card,20,10,1.0,0,0,0,Yes
4370,Dimik Card,Card,20,10,1.0,0,0,0,Yes
4371,Archdam Card,Card,20,10,1.0,0,0,0,Yes
4372,White Lady Card,Card,20,10,1.0,0,0,0,Yes
4373,Green Maiden Card,Card,20,10,1.0,0,0,0,Yes
4374,Vesper Card,Card,20,10,1.0,0,0,0,Yes
4375,Orc Baby Card,Card,20,10,1.0,0,0,0,Yes
4376,Lady Tanee Card,Card,20,10,1.0,0,0,0,Yes
4377,Grove Card,Card,20,10,1.0,0,0,0,Yes
4378,Gold Acidus Card,Card,20,10,1.0,0,0,0,Yes
4379,Blue Acidus Card,Card,20,10,1.0,0,0,0,Yes
4380,Red Ferus Card,Card,20,10,1.0,0,0,0,Yes
4381,Green Ferus Card,Card,20,10,1.0,0,0,0,Yes
4382,Yellow Novus Card,Card,20,10,1.0,0,0,0,Yes
4383,Red Novus Card,Card,20,10,1.0,0,0,0,Yes
4384,Hydrolancer Card,Card,20,10,1.0,0,0,0,Yes
4385,Dragon Egg Card,Card,20,10,1.0,0,0,0,Yes
4386,Detardeurus Card,Card,20,10,1.0,0,0,0,Yes
4387,Ancient Mimic Card,Card,20,10,1.0,0,0,0,Yes
4388,Death Word Card,Card,20,10,1.0,0,0,0,Yes
4389,Plasma Card,Card,20,10,1.0,0,0,0,Yes
4390,Breeze Card,Card,20,10,1.0,0,0,0,Yes
4391,Baroness of Retribution Card,Card,20,10,1.0,0,0,0,Yes
4392,Dame of Sentinel Card,Card,20,10,1.0,0,0,0,Yes
4393,Mistress of Shelter Card,Card,20,10,1.0,0,0,0,Yes
4394,Lady Solace Card,Card,20,10,1.0,0,0,0,Yes
4395,Maero of Thanatos Card,Card,20,10,1.0,0,0,0,Yes
4396,Odium of Thanatos Card,Card,20,10,1.0,0,0,0,Yes
4397,Despero of Thanatos Card,Card,20,10,1.0,0,0,0,Yes
4398,Dolor of Thanatos Card,Card,20,10,1.0,0,0,0,Yes
4399,Memory of Thanatos Card,Card,20,10,1.0,0,0,0,Yes
4400,Aliza Card,Card,20,10,1.0,0,0,0,Yes
4401,Alicel Card,Card,20,10,1.0,0,0,0,Yes
4402,Aliot Card,Card,20,10,1.0,0,0,0,Yes
4403,Kiel-D-01 Card,Card,20,10,1.0,0,0,0,Yes
4404,Skogul Card,Card,20,10,1.0,0,0,0,Yes
4405,Frus Card,Card,20,10,1.0,0,0,0,Yes
4406,Skeggiold Card,Card,20,10,1.0,0,0,0,Yes
4407,Randgris Card,Card,20,10,1.0,0,0,0,Yes
4408,Gloom Under Night Card,Card,20,10,1.0,0,0,0,Yes
4409,Agav Card,Card,20,10,1.0,0,0,0,Yes
4410,Echio Card,Card,20,10,1.0,0,0,0,Yes
4411,Vanberk Card,Card,20,10,1.0,0,0,0,Yes
4412,Isilla Card,Card,20,10,1.0,0,0,0,Yes
4413,Hodremlin Card,Card,20,10,1.0,0,0,0,Yes
4414,Seeker Card,Card,20,10,1.0,0,0,0,Yes
4415,Snowier Card,Card,20,10,1.0,0,0,0,Yes
4416,Siroma Card,Card,20,10,1.0,0,0,0,Yes
4417,Ice Titan Card,Card,20,10,1.0,0,0,0,Yes
4418,Gazeti Card,Card,20,10,1.0,0,0,0,Yes
4419,Ktullanux Card,Card,20,10,1.0,0,0,0,Yes
4420,Muscipular Card,Card,20,10,1.0,0,0,0,Yes
4421,Drosera Card,Card,20,10,1.0,0,0,0,Yes
4422,Roween Card,Card,20,10,1.0,0,0,0,Yes
4423,Galion Card,Card,20,10,1.0,0,0,0,Yes
4424,Stapo Card,Card,20,10,1.0,0,0,0,Yes
4425,Atroce Card,Card,20,10,1.0,0,0,0,Yes
4426,Byorgue Card,Card,20,10,1.0,0,0,0,Yes
4427,Sword Guardian Card,Card,20,10,1.0,0,0,0,Yes
4428,Bow Guardian Card,Card,20,10,1.0,0,0,0,Yes
4429,Salamander Card,Card,20,10,1.0,0,0,0,Yes
4430,Ifrit Card,Card,20,10,1.0,0,0,0,Yes
4431,Kasa Card,Card,20,10,1.0,0,0,0,Yes
4432,Magmaring Card,Card,20,10,1.0,0,0,0,Yes
4433,Imp Card,Card,20,10,1.0,0,0,0,Yes
4434,Knocker Card,Card,20,10,1.0,0,0,0,Yes
4435,Zombie Slaughter Card,Card,20,10,1.0,0,0,0,Yes
4436,Ragged Zombie Card,Card,20,10,1.0,0,0,0,Yes
4437,Hell Poodle Card,Card,20,10,1.0,0,0,0,Yes
4438,Banshee Card,Card,20,10,1.0,0,0,0,Yes
4439,Flame Skull Card,Card,20,10,1.0,0,0,0,Yes
4440,Necromancer Card,Card,20,10,1.0,0,0,0,Yes
4441,Fallen Bishop Hibram Card,Card,20,10,1.0,0,0,0,Yes
4442,Tatacho Card,Card,20,10,1.0,0,0,0,Yes
4443,Aqua Elemental Card,Card,20,10,1.0,0,0,0,Yes
4444,Draco Card,Card,20,10,1.0,0,0,0,Yes
4445,Luciola Vespa Card,Card,20,10,1.0,0,0,0,Yes
4447,Centipede Card,Card,20,10,1.0,0,0,0,Yes
4448,Cornus Card,Card,20,10,1.0,0,0,0,Yes
4449,Dark Shadow Card,Card,20,10,1.0,0,0,0,Yes
4450,Banshee Master Card,Card,20,10,1.0,0,0,0,Yes
4451,Entweihen Crothen Card,Card,20,10,1.0,0,0,0,Yes
4452,Centipede Larva Card,Card,20,10,1.0,0,0,0,Yes
4453,Hillsrion Card,Card,20,10,1.0,0,0,0,Yes
4523,Pot Dofle Card,Card,20,10,1.0,0,0,0,Yes
4524,King Dramoh Card,Card,20,10,1.0,0,0,0,Yes
4525,Kraken Card,Card,20,10,1.0,0,0,0,Yes
4560,Clown Card,Card,20,10,1.0,0,0,0,Yes
4561,Professor Card,Card,20,10,1.0,0,0,0,Yes
4562,Champion Card,Card,20,10,1.0,0,0,0,Yes
4563,Creator Card,Card,20,10,1.0,0,0,0,Yes
4564,Stalker Card,Card,20,10,1.0,0,0,0,Yes
4565,Paladin Card,Card,20,10,1.0,0,0,0,Yes
4566,Gypsy Card,Card,20,10,1.0,0,0,0,Yes
4567,Alphoccio Card,Card,20,10,1.0,0,0,0,Yes
4569,Chen Card,Card,20,10,1.0,0,0,0,Yes
4570,Flamel Card,Card,20,10,1.0,0,0,0,Yes
4571,Gertie Card,Card,20,10,1.0,0,0,0,Yes
4572,Randel Card,Card,20,10,1.0,0,0,0,Yes
4573,Trentini Card,Card,20,10,1.0,0,0,0,Yes
4601,Amdarais Card,Card,20,10,1.0,0,0,0,Yes
4603,Corruption Root Card,Card,20,10,1.0,0,0,0,Yes
4608,White Knight Card,Card,20,10,1.0,0,0,0,Yes
4609,Khalitzburg Knight Card,Card,20,10,1.0,0,0,0,Yes
4659,Eggring Card,Card,20,10,1.0,0,0,0,Yes
4663,Leaf Lunatic Card,Card,20,10,1.0,0,0,0,Yes
4700,STR+1,Card,20,10,1.0,0,0,0,Yes
4701,STR+2,Card,20,10,1.0,0,0,0,Yes
4702,STR+3,Card,20,10,1.0,0,0,0,Yes
4703,STR+4,Card,20,10,1.0,0,0,0,Yes
4704,STR+5,Card,20,10,1.0,0,0,0,Yes
4705,STR+6,Card,20,10,1.0,0,0,0,Yes
4706,STR+7,Card,20,10,1.0,0,0,0,Yes
4707,STR+8,Card,20,10,1.0,0,0,0,Yes
4708,STR+9,Card,20,10,1.0,0,0,0,Yes
4709,STR+10,Card,20,10,1.0,0,0,0,Yes
4710,INT+1,Card,20,10,1.0,0,0,0,Yes
4711,INT+2,Card,20,10,1.0,0,0,0,Yes
4712,INT+3,Card,20,10,1.0,0,0,0,Yes
4713,INT+4,Card,20,10,1.0,0,0,0,Yes
4714,INT+5,Card,20,10,1.0,0,0,0,Yes
4715,INT+6,Card,20,10,1.0,0,0,0,Yes
4716,INT+7,Card,20,10,1.0,0,0,0,Yes
4717,INT+8,Card,20,10,1.0,0,0,0,Yes
4718,INT+9,Card,20,10,1.0,0,0,0,Yes
4719,INT+10,Card,20,10,1.0,0,0,0,Yes
4720,DEX+1,Card,20,10,1.0,0,0,0,Yes
4721,DEX+2,Card,20,10,1.0,0,0,0,Yes
4722,DEX+3,Card,20,10,1.0,0,0,0,Yes
4723,DEX+4,Card,20,10,1.0,0,0,0,Yes
4724,DEX+5,Card,20,10,1.0,0,0,0,Yes
4725,DEX+6,Card,20,10,1.0,0,0,0,Yes
4726,DEX+7,Card,20,10,1.0,0,0,0,Yes
4727,DEX+8,Card,20,10,1.0,0,0,0,Yes
4728,DEX+9,Card,20,10,1.0,0,0,0,Yes
4729,DEX+10,Card,20,10,1.0,0,0,0,Yes
4730,AGI+1,Card,20,10,1.0,0,0,0,Yes
4731,AGI+2,Card,20,10,1.0,0,0,0,Yes
4732,AGI+3,Card,20,10,1.0,0,0,0,Yes
4733,AGI+4,Card,20,10,1.0,0,0,0,Yes
4734,AGI+5,Card,20,10,1.0,0,0,0,Yes
4735,AGI+6,Card,20,10,1.0,0,0,0,Yes
4736,AGI+7,Card,20,10,1.0,0,0,0,Yes
4737,AGI+8,Card,20,10,1.0,0,0,0,Yes
4738,AGI+9,Card,20,10,1.0,0,0,0,Yes
4739,AGI+10,Card,20,10,1.0,0,0,0,Yes
4740,VIT+1,Card,20,10,1.0,0,0,0,Yes
4741,VIT+2,Card,20,10,1.0,0,0,0,Yes
4742,VIT+3,Card,20,10,1.0,0,0,0,Yes
4743,VIT+4,Card,20,10,1.0,0,0,0,Yes
4744,VIT+5,Card,20,10,1.0,0,0,0,Yes
4745,VIT+6,Card,20,10,1.0,0,0,0,Yes
4746,VIT+7,Card,20,10,1.0,0,0,0,Yes
4747,VIT+8,Card,20,10,1.0,0,0,0,Yes
4748,VIT+9,Card,20,10,1.0,0,0,0,Yes
4749,VIT+10,Card,20,10,1.0,0,0,0,Yes
4750,LUK+1,Card,20,10,1.0,0,0,0,Yes
4751,LUK+2,Card,20,10,1.0,0,0,0,Yes
4752,LUK+3,Card,20,10,1.0,0,0,0,Yes
4753,LUK+4,Card,20,10,1.0,0,0,0,Yes
4754,LUK+5,Card,20,10,1.0,0,0,0,Yes
4755,LUK+6,Card,20,10,1.0,0,0,0,Yes
4756,LUK+7,Card,20,10,1.0,0,0,0,Yes
4757,LUK+8,Card,20,10,1.0,0,0,0,Yes
4758,LUK+9,Card,20,10,1.0,0,0,0,Yes
4759,LUK+10,Card,20,10,1.0,0,0,0,Yes
4760,MATK+1%,Card,20,10,1.0,0,0,0,Yes
4761,MATK+2%,Card,20,10,1.0,0,0,0,Yes
4762,FLEE+6,Card,20,10,1.0,0,0,0,Yes
4763,FLEE+12,Card,20,10,1.0,0,0,0,Yes
4764,CRI+5,Card,20,10,1.0,0,0,0,Yes
4765,CRI+7,Card,20,10,1.0,0,0,0,Yes
4766,ATK+2%,Card,20,10,1.0,0,0,0,Yes
4767,ATK+3%,Card,20,10,1.0,0,0,0,Yes
4768,STR+1,Card,20,10,1.0,0,0,0,Yes
4769,STR+2,Card,20,10,1.0,0,0,0,Yes
4770,STR+3,Card,20,10,1.0,0,0,0,Yes
4771,INT+1,Card,20,10,1.0,0,0,0,Yes
4772,INT+2,Card,20,10,1.0,0,0,0,Yes
4773,INT+3,Card,20,10,1.0,0,0,0,Yes
4774,VIT+1,Card,20,10,1.0,0,0,0,Yes
4775,VIT+2,Card,20,10,1.0,0,0,0,Yes
4776,VIT+3,Card,20,10,1.0,0,0,0,Yes
4777,AGI+1,Card,20,10,1.0,0,0,0,Yes
4778,AGI+2,Card,20,10,1.0,0,0,0,Yes
4779,AGI+3,Card,20,10,1.0,0,0,0,Yes
4780,DEX+1,Card,20,10,1.0,0,0,0,Yes
4781,DEX+2,Card,20,10,1.0,0,0,0,Yes
4782,DEX+3,Card,20,10,1.0,0,0,0,Yes
4783,LUK+1,Card,20,10,1.0,0,0,0,Yes
4784,LUK+2,Card,20,10,1.0,0,0,0,Yes
4785,LUK+3,Card,20,10,1.0,0,0,0,Yes
5001,Headset,Headgear,20,10,20.0,0,3,0,No
5002,Jewel Crown,Headgear,20,10,60.0,0,4,0,No
5003,Joker Jester,Headgear,20,10,10.0,0,1,0,No
5004,Oxygen Mask,Helmet,20,10,20.0,0,0,0,Yes
5005,Gas Mask,Helmet,20,10,10.0,0,1,0,Yes
5006,Machoman's Glasses,Headgear,"36,000","18,000",10.0,0,1,0,Yes
5007,Grand Circlet,Helmet,20,10,20.0,0,3,0,No
5008,Puppy Love,Headgear,20,10,10.0,0,1,0,Yes
5009,Safety Helmet,Helmet,20,10,50.0,0,3,0,No
5010,Indian Fillet,Headgear,20,10,10.0,0,3,0,No
5011,Aerial,Headgear,20,10,10.0,0,3,0,No
5012,Ph.D Hat,Helmet,20,10,20.0,0,3,0,No
5013,Costume Lord Kaho's Horn,Costume,0,0,0.0,0,0,0,Yes
5014,Fin Helm,Headgear,20,10,30.0,0,2,0,Yes
5015,Egg Shell,Headgear,20,10,20.0,0,3,0,Yes
5016,Boy's Cap,Helmet,20,10,10.0,0,2,0,No
5017,Bone Helm,Headgear,20,10,80.0,0,7,0,No
5018,Feather Bonnet,Headgear,20,10,30.0,0,4,0,No
5019,Corsair,Headgear,20,10,50.0,0,5,0,No
5020,Kafra Band,Headgear,20,10,50.0,0,3,0,No
5021,Grief for Greed,Headgear,20,10,120.0,0,4,0,No
5022,Hat of the Sun God,Helmet,20,10,240.0,0,4,0,No
5023,Parcel Hat,Helmet,20,10,100.0,0,0,0,No
5024,Cake Hat,Helmet,20,10,100.0,0,1,0,No
5025,Helm of Angel,Headgear,20,10,160.0,0,5,0,No
5026,Chef Hat,Helmet,20,10,30.0,0,1,0,No
5027,Mage Hat,Helmet,20,10,30.0,0,1,0,No
5028,Candle,Headgear,20,10,15.0,0,0,0,No
5029,Spore Hat,Helmet,20,10,90.0,0,3,0,No
5030,Panda Hat,Helmet,20,10,80.0,0,3,0,No
5031,Mine Hat,Helmet,20,10,150.0,0,4,0,No
5032,Sunday Hat,Helmet,20,10,80.0,0,1,0,No
5033,Raccoon Hat,Helmet,20,10,90.0,0,3,0,No
5034,Bulb Band,Headgear,20,10,50.0,0,0,0,No
5035,Poring Hat,Helmet,20,10,70.0,0,2,0,No
5036,Cross Hat,Helmet,20,10,25.0,0,1,0,No
5037,Nut Shell,Headgear,20,10,15.0,0,4,0,Yes
5038,Deviruchi Hat,Helmet,20,10,80.0,0,2,0,No
5039,Rainbow Eggshell,Headgear,20,10,40.0,0,4,0,Yes
5040,Blush,Headgear,20,10,10.0,0,0,0,Yes
5041,Heart Hairpin,Headgear,20,10,10.0,0,0,0,No
5042,Bao Bao,Headgear,20,10,15.0,0,0,0,No
5043,Opera Phantom Mask,Helmet,20,10,20.0,0,1,0,Yes
5044,Evil Wing Ears,Other Armor,20,10,35.0,0,2,0,No
5045,Magician Hat,Helmet,20,10,50.0,0,3,0,No
5046,Bongun Hat,Helmet,20,10,30.0,0,5,0,Yes
5047,Fashionable Glasses,Headgear,20,10,10.0,0,0,0,No
5048,Cresent Hairpin,Headgear,20,10,10.0,0,0,0,No
5049,Striped Hairband,Headgear,20,10,15.0,0,1,0,Yes
5050,Wonder Nutshell,Headgear,20,10,30.0,0,5,0,Yes
5051,Pussy Cat Bell,Other Armor,20,10,10.0,0,0,0,Yes
5052,Blue Hairband,Headgear,20,10,15.0,0,1,0,No
5053,Sphinx Hat,Helmet,20,10,300.0,0,5,0,Yes
5054,Assassin Mask,Helmet,20,10,10.0,0,0,0,Yes
5055,Novice False Eggshell,Headgear,1,0,0.1,0,3,0,Yes
5056,Fruit of Love,Other Armor,1,0,10.0,0,0,0,Yes
5057,Black Cat Ears,Headgear,"16,000","8,000",20.0,0,2,0,No
5058,Drooping Cat,Headgear,"250,000","125,000",50.0,0,1,0,No
5059,Teddybear Hat,Helmet,20,10,80.0,0,3,0,No
5060,Party Hat,Helmet,20,10,30.0,0,3,0,No
5061,Flower Hairpin,Headgear,20,10,10.0,0,1,0,No
5062,Straw Hat,Helmet,20,10,20.0,0,3,0,No
5063,Giant Band Aid,Headgear,20,10,10.0,0,1,0,No
5064,Smokie Leaf,Headgear,20,10,10.0,0,1,0,No
5065,Blue Fish,Headgear,20,10,50.0,0,2,0,No
5066,Succubus Horn,Headgear,20,10,80.0,0,4,0,No
5067,Sombrero,Headgear,20,10,35.0,0,4,0,No
5068,Evil Wing Ears,Headgear,20,10,10.0,0,1,0,Yes
5069,Kitsune Mask,Helmet,20,10,30.0,0,1,0,No
5070,Hot-blooded Headband,Headgear,20,10,10.0,0,1,0,No
5071,Indian Headband,Headgear,20,10,20.0,0,1,0,No
5072,Incubus Horn,Headgear,20,10,80.0,0,4,0,No
5073,Model Training Hat,Helmet,20,10,70.0,0,2,0,No
5074,Angel Wing Ears,Headgear,20,10,10.0,0,1,0,Yes
5075,Cowboy Hat,Helmet,20,10,50.0,0,4,0,No
